class,NTV1,NTV2,NTV3,NTV4,NTV5,NTV6,NTV7,NTV8,NTV9,NTV10
0.0,2.295862913131714,0.43768027424812317,2.4918906688690186,6.325195789337158,6.2222089767456055,-0.9633892774581909,3.7481014728546143,7.765662670135498,6.586873531341553,5.154480934143066
1.0,3.2236926555633545,0.2699500620365143,2.410904884338379,5.539639472961426,5.915109157562256,0.9321540594100952,4.498890399932861,6.943423271179199,6.685664176940918,5.698973655700684
1.0,6.056790351867676,1.903678297996521,4.316944122314453,4.8758087158203125,4.7989702224731445,-0.40252959728240967,5.5709662437438965,5.968472003936768,6.651411056518555,5.86428165435791
0.0,2.341127634048462,0.6418517827987671,2.7308366298675537,6.410121917724609,6.365188121795654,-1.1170653104782104,4.206056118011475,7.660598278045654,6.583103179931641,5.176330089569092
1.0,4.518434047698975,0.8633769750595093,2.9402143955230713,5.852338790893555,6.349847316741943,-0.41981735825538635,4.6000871658325195,7.114653587341309,6.691745758056641,5.34848690032959
0.0,2.984912395477295,1.0543333292007446,3.099061965942383,6.180302143096924,6.364109039306641,-0.5313548445701599,4.704407215118408,7.274953842163086,6.579113960266113,5.24507474899292
0.0,1.137813687324524,0.5185627341270447,2.5565176010131836,6.657989025115967,6.286691665649414,-0.6260066628456116,4.024386405944824,7.5945892333984375,6.376582145690918,5.2691969871521
0.0,1.0230516195297241,0.651316225528717,2.7150161266326904,6.705284118652344,6.175369739532471,-0.693219006061554,4.058071136474609,7.607698917388916,6.353649616241455,5.177199363708496
0.0,3.7865312099456787,1.1417614221572876,3.199660062789917,5.77099084854126,6.368539810180664,-0.48908761143684387,4.816587924957275,7.225533485412598,6.748010635375977,5.340508937835693
1.0,6.769151210784912,1.8746665716171265,4.512606143951416,4.999953746795654,5.188850402832031,-0.23863130807876587,6.011547565460205,6.341136932373047,6.899445533752441,5.391728401184082
0.0,4.424800872802734,1.3643884658813477,3.746401309967041,5.600937843322754,5.47614860534668,-0.48186632990837097,5.2967400550842285,6.734466075897217,6.622666835784912,5.460193634033203
1.0,5.445548057556152,1.6920009851455688,4.035268783569336,5.070197105407715,4.924801826477051,0.10839055478572845,5.5570068359375,5.999295711517334,6.744264125823975,5.770449638366699
0.0,1.0337567329406738,0.4720684289932251,2.6091794967651367,6.543071746826172,6.025748252868652,-0.5252537131309509,4.102426528930664,7.459874153137207,6.404132843017578,5.398775100708008
0.0,2.932731866836548,0.9991251230239868,3.0280861854553223,6.384722709655762,6.504007816314697,-1.001708745956421,4.5146379470825195,7.440466403961182,6.5260419845581055,5.180604457855225
1.0,6.235915184020996,1.773573875427246,4.360421657562256,5.14501953125,5.19149923324585,-0.18262961506843567,5.940666198730469,6.392490863800049,6.876716136932373,5.371941089630127
1.0,5.226900577545166,2.1792333126068115,4.795889377593994,5.196032524108887,4.9189887046813965,-0.38723331689834595,5.950514316558838,6.3899617195129395,6.745270252227783,5.334752559661865
1.0,5.145275115966797,1.9528979063034058,4.470560550689697,4.92700719833374,4.845495700836182,0.35694271326065063,5.848599433898926,6.108761787414551,6.835240364074707,5.593689441680908
1.0,4.066562175750732,0.7668361067771912,2.8653547763824463,5.6591033935546875,6.10654354095459,0.13901256024837494,4.667531490325928,6.980642795562744,6.780066013336182,5.4600701332092285
1.0,5.490426063537598,1.9174789190292358,4.345287799835205,5.030235767364502,4.7513108253479,0.4105730652809143,5.765471458435059,5.8964924812316895,6.870508670806885,5.584908485412598
1.0,5.523441314697266,1.7846593856811523,4.307667255401611,4.927153587341309,5.047619819641113,-0.48724985122680664,5.661264896392822,6.413197994232178,6.666370868682861,5.714845657348633
1.0,6.818954944610596,1.913196086883545,4.549740791320801,5.091721057891846,5.10698127746582,-0.58071368932724,6.00099515914917,6.358897686004639,6.808781147003174,5.408523082733154
1.0,4.812397480010986,0.617057740688324,2.762164831161499,5.77622127532959,6.360779285430908,-0.516104519367218,4.490971565246582,7.2313642501831055,6.716338157653809,5.377694606781006
0.0,3.6637773513793945,0.1183445155620575,2.098048448562622,5.959812641143799,6.7670440673828125,-0.08436214923858643,4.1323981285095215,7.475307941436768,6.6684980392456055,5.472591400146484
1.0,5.63899564743042,1.7966759204864502,4.358442783355713,5.113966464996338,4.967426300048828,-0.5669103860855103,5.848415851593018,6.355632305145264,6.639230251312256,5.636945724487305
0.0,4.313782691955566,1.0996192693710327,3.212728500366211,5.9004621505737305,5.954647541046143,-0.5865583419799805,4.627866268157959,6.9657487869262695,6.698594093322754,5.301417350769043
1.0,2.729203701019287,-0.08908320963382721,1.770488977432251,6.42507266998291,7.069948196411133,-0.3052919805049896,3.793562889099121,7.712247371673584,6.553805828094482,5.372843265533447
1.0,4.604756832122803,1.2219480276107788,3.556159496307373,5.664672374725342,5.610282897949219,-0.4843534231185913,5.2025675773620605,6.707645893096924,6.64957857131958,5.499324321746826
1.0,2.9260852336883545,0.2260000854730606,2.1359009742736816,6.440990924835205,6.885329246520996,-0.7591968178749084,3.8770999908447266,7.6680989265441895,6.6371049880981445,5.255947589874268
1.0,3.050109624862671,0.952336847782135,3.132422685623169,5.492173194885254,5.44707727432251,0.5588725209236145,4.695750713348389,6.657191276550293,6.6297078132629395,5.722148418426514
1.0,4.391520023345947,0.952349841594696,3.1350152492523193,5.6503825187683105,5.916204452514648,-0.09800682961940765,4.840803623199463,6.8898773193359375,6.790060997009277,5.415011882781982
1.0,5.556269645690918,1.4351714849472046,3.84254789352417,4.816526889801025,4.866397380828857,0.4175233542919159,5.4936137199401855,5.982211112976074,6.7111077308654785,5.980190753936768
0.0,2.3672311305999756,0.3063815236091614,2.1749207973480225,6.5880937576293945,7.036100387573242,-0.4132317900657654,4.224041938781738,7.517922401428223,6.38418436050415,5.431324005126953
0.0,4.653141498565674,1.718401551246643,4.176735877990723,5.479887962341309,5.247796535491943,-0.4557703733444214,5.524691581726074,6.637228012084961,6.737987518310547,5.3215436935424805
1.0,4.211114406585693,0.42433595657348633,2.5457961559295654,5.818969249725342,6.350640296936035,0.034791652113199234,4.5112833976745605,7.164977550506592,6.628859043121338,5.471298694610596
1.0,4.895794868469238,1.0966217517852783,3.3623244762420654,5.896908760070801,5.975125789642334,-0.9173351526260376,4.841944694519043,7.036624431610107,6.655436038970947,5.260343551635742
1.0,6.289315223693848,1.8521130084991455,4.355323314666748,4.839275360107422,4.786840915679932,-0.38504451513290405,5.768338203430176,5.9671549797058105,6.630446910858154,5.902381420135498
1.0,7.243847370147705,1.8389317989349365,4.461110591888428,4.883243560791016,5.223034858703613,-0.2702169716358185,6.0281877517700195,6.263211250305176,6.903758525848389,5.501889228820801
0.0,4.137763023376465,0.95025634765625,3.159228563308716,5.576667785644531,5.729888439178467,0.2515528202056885,4.822691917419434,6.8491129875183105,6.8263092041015625,5.366071701049805
0.0,2.1521124839782715,0.06650861352682114,2.1266000270843506,6.426122188568115,6.31890869140625,-0.2618942856788635,3.811629295349121,7.749024868011475,6.530147552490234,5.089646816253662
0.0,2.2095108032226562,0.7505312561988831,2.8333206176757812,6.0002875328063965,5.771074295043945,0.3482193052768707,4.393246173858643,6.919494152069092,6.490067481994629,5.575782775878906
1.0,2.2007696628570557,-0.4495701789855957,1.5904780626296997,6.202325344085693,6.706878185272217,0.17910370230674744,3.8386363983154297,7.797089576721191,6.533933162689209,5.465041637420654
0.0,2.0948245525360107,-0.27835023403167725,1.7377159595489502,6.404024124145508,6.77742338180542,-0.30969950556755066,3.8644909858703613,7.727057933807373,6.577983856201172,5.46804666519165
0.0,3.6404783725738525,1.1840863227844238,3.436614513397217,6.079593181610107,5.81867790222168,-0.5817126631736755,5.053780555725098,6.915277004241943,6.5348405838012695,5.330443382263184
0.0,3.1118814945220947,0.9978776574134827,2.9881515502929688,6.31517219543457,6.474838733673096,-0.7261388301849365,4.512516498565674,7.301364421844482,6.590632438659668,5.200388431549072
1.0,4.532534599304199,1.3866339921951294,3.7117409706115723,5.324831485748291,5.09715461730957,0.14891090989112854,5.140702247619629,6.350603103637695,6.69893217086792,5.622891426086426
0.0,3.0970709323883057,1.3632806539535522,3.7089476585388184,5.803325653076172,5.5064697265625,-0.2785257399082184,4.993826389312744,7.076103687286377,6.6114277839660645,5.189306735992432
1.0,4.3650383949279785,1.2783366441726685,3.588437795639038,5.49795389175415,5.552819728851318,-0.5340933799743652,5.0451860427856445,6.767610549926758,6.545649528503418,5.617307186126709
1.0,5.683680057525635,1.7093912363052368,4.113502025604248,4.963206768035889,4.756653308868408,0.11355123668909073,5.492370128631592,6.0053205490112305,6.773900508880615,5.724320888519287
1.0,3.441262722015381,-0.09677395224571228,1.8960788249969482,6.188096046447754,6.908772945404053,-0.19158054888248444,4.089601516723633,7.541256427764893,6.5995917320251465,5.47507381439209
1.0,6.093209743499756,1.9892429113388062,4.453783988952637,5.088930606842041,5.280608177185059,-0.2810499370098114,5.843063831329346,6.248131275177002,6.845006465911865,5.490767478942871
1.0,5.4904985427856445,1.7857577800750732,4.267444133758545,5.188612937927246,5.0284552574157715,-0.6037635803222656,5.525641441345215,6.415945053100586,6.6752119064331055,5.545654296875
1.0,5.2340521812438965,1.7532700300216675,4.123631477355957,5.233394145965576,5.015265464782715,0.011116266250610352,5.733163833618164,6.028784275054932,6.699339866638184,5.714829921722412
0.0,3.6946403980255127,0.9215347766876221,3.136512041091919,5.326529502868652,5.376278877258301,0.7600739002227783,4.831280708312988,6.494640827178955,6.714238166809082,5.766299247741699
1.0,3.0056378841400146,1.4672813415527344,3.834146499633789,5.840212821960449,5.501998424530029,-0.40702545642852783,5.103447437286377,7.13040018081665,6.57079553604126,5.1414666175842285
1.0,2.2629857063293457,0.17434491217136383,2.330843687057495,6.141581058502197,6.176208972930908,0.11215921491384506,4.162607192993164,7.80595064163208,6.525557994842529,5.026312351226807
0.0,1.8486394882202148,0.33825305104255676,2.359980821609497,6.029714584350586,5.870952606201172,0.3863506615161896,3.9138357639312744,7.105999946594238,6.506036281585693,5.648759841918945
0.0,5.284658908843994,2.1603126525878906,4.775169849395752,5.186697006225586,4.956980228424072,-0.39336928725242615,5.950045585632324,6.399274826049805,6.769689559936523,5.322714805603027
1.0,4.748448848724365,1.5064291954040527,3.802079439163208,5.5361247062683105,5.538578987121582,-0.018928291276097298,5.394620895385742,6.5838847160339355,6.8020710945129395,5.335399627685547
0.0,0.685232400894165,1.1358463764190674,3.581202507019043,6.289182662963867,5.185454368591309,-0.010143202729523182,4.82000732421875,6.977046966552734,6.381119728088379,5.432978630065918
1.0,2.039177656173706,0.34318628907203674,2.533137083053589,6.22922420501709,6.086328983306885,-0.7327407002449036,4.140868186950684,7.622408866882324,6.618015766143799,5.316122055053711
0.0,3.0521399974823,1.211756944656372,3.4941229820251465,5.4885478019714355,5.360511302947998,0.4188362956047058,4.971271514892578,6.7642502784729,6.646069049835205,5.516119003295898
1.0,2.451592206954956,0.3859124183654785,2.5097837448120117,6.295777797698975,6.285874843597412,-0.8753656148910522,4.100329875946045,7.621467590332031,6.620898246765137,5.276586055755615
0.0,1.7789220809936523,0.6655610203742981,2.7876527309417725,6.507678508758545,6.178223133087158,-0.9430879354476929,4.239223957061768,7.640641689300537,6.415616035461426,5.174896717071533
0.0,5.222378730773926,0.9969663619995117,3.245187282562256,5.629926681518555,6.076883792877197,-0.6741740703582764,4.837695598602295,7.020233154296875,6.717751502990723,5.3953704833984375
1.0,4.612947940826416,1.2091450691223145,3.3805947303771973,5.769094944000244,6.228518486022949,-0.8700888156890869,4.86147928237915,7.165889739990234,6.707343101501465,5.295261383056641
